Start Date,00:00:00,00:30:00,01:00:00,01:30:00,02:00:00,02:30:00,03:00:00,03:30:00,04:00:00,04:30:00,05:00:00,05:30:00,06:00:00,06:30:00,07:00:00,07:30:00,08:00:00,08:30:00,09:00:00,09:30:00,10:00:00,10:30:00,11:00:00,11:30:00,12:00:00,12:30:00,13:00:00,13:30:00,14:00:00,14:30:00,15:00:00,15:30:00,16:00:00,16:30:00,17:00:00,17:30:00,18:00:00,18:30:00,19:00:00,19:30:00,20:00:00,20:30:00,21:00:00,21:30:00,22:00:00,22:30:00,23:00:00,23:30:00,,
05-08,0,0,0,0,0,0,0,0,0,6.292,45.42266667,69.003,158.763,311.146,325.1416667,429.8286667,691.2216667,887.0473333,813.45,1091.687667,1080.915,1036.654667,1279.193667,969.881,1080.878333,1058.849,1106.27,1240.924667,1071.818,970.8013333,1040.853,717.475,752.0736667,566.1626667,457.5156667,434.2213333,253.9093333,171.5156667,69.311,32.94866667,10.80566667,1.1,0,0,0,0,0,0,,
06-08,0,0,0,0,0,0,0,0,0,8.855,42.33533333,83.39466667,157.1056667,351.2593333,488.642,626.3583333,770.1833333,887.8136667,849.6656667,1066.552667,984.1626667,1116.929,1233.921333,1438.646,1155.304333,1070.362333,1224.787667,1020.697333,854.1866667,710.105,817.52,721.9703333,733.9786667,551.1403333,458.623,381.249,269.5916667,163.5883333,81.598,33.902,15.818,1.987333333,0,0,0,0,0,0,,
07-08,0,0,0,0,0,0,0,0,0.033,3.597,27.4065,76.9395,170.3625,331.0395,485.1165,467.1645,521.466,602.613,672.903,735.5865,804.144,841.236,1035.7875,1147.7565,1046.694,897.2865,900.9165,1198.0815,1090.716,1081.8555,966.2235,964.8705,872.586,688.974,467.6925,396.99,271.095,175.9395,84.1005,33.132,10.494,1.2375,0,0,0,0,0,0,,
08-08,0,0,0,0,0,0,0,0,0,4.785,31.053,72.6495,130.812,292.446,378.213,582.351,741.3615,933.4215,1028.841,903.012,976.8,991.353,1235.4705,1078.374,928.884,1166.9955,1156.2375,1108.437,1134.309,988.8945,899.646,781.9845,763.356,634.359,526.7625,415.5195,341.418,171.402,75.108,34.617,15.2295,2.3265,0.033,0,0,0,0,0,,
09-08,0,0,0,0,0,0,0,0,0,3.201,25.8885,68.6895,133.8645,323.0535,453.75,579.084,698.1975,765.6165,663.795,744.81,747.417,913.0275,1094.511,1055.7195,925.221,1148.5485,1245.2055,1305.9915,1053.0135,854.733,1165.164,824.6535,795.9435,601.7715,525.327,430.188,276.9195,146.454,57.7995,23.067,10.4445,0.825,0,0,0,0,0,0,,
10-08,0,0,0,0,0,0,0,0,0,4.6695,34.4025,77.352,138.138,353.199,516.582,679.4865,823.086,944.2785,1053.0135,1135.2165,1152.7725,1319.769,1403.7375,1376.7105,1336.2525,1298.616,1274.361,1263.0585,1229.085,1255.6005,1178.067,1041.612,867.339,750.552,478.104,468.2865,297.924,165.9075,59.8785,19.4865,7.2105,0.429,0,0,0,0,0,0,,
11-08,0,0,0,0,0,0,0,0,0,4.3395,32.1585,75.933,137.4945,264.825,416.4435,599.94,672.276,731.049,765.567,880.275,1179.2715,1282.446,1199.6325,1263.702,1228.26,1356.1845,970.629,911.262,798.435,838.662,783.321,671.517,588.2085,457.9245,395.7525,297.066,202.884,123.7665,55.2585,22.1595,6.402,0.627,0,0,0,0,0,0,,
12-08,0,0,0,0,0,0,0,0,0,2.178,21.615,39.072,114.477,209.8635,333.036,347.8695,396.033,445.236,526.548,549.5985,643.203,766.986,755.997,879.087,1035.4905,1242.9615,1341.6315,1242.054,1210.6545,1148.3505,1066.329,884.565,612.5295,434.0655,419.331,440.9295,283.3215,174.339,75.504,25.641,6.5835,0.4455,0,0,0,0,0,0,,
13-08,0,0,0,0,0,0,0,0,0,1.5345,27.9345,61.677,126.621,297.33,443.3055,567.6165,726.9735,891.891,974.9355,1067.8635,1150.8915,1203.081,1196.3325,1294.689,1257.5805,1269.741,1289.871,1280.8125,1159.29,1082.9115,1044.0045,881.3475,730.7355,581.7405,443.9655,326.304,247.2195,127.5945,69.9435,24.09,4.7025,0.2805,0,0,0,0,0,0,,
14-08,0,0,0,0,0,0,0,0,0,0.6765,12.1275,46.761,120.0375,259.413,284.427,386.1825,452.496,467.511,564.729,731.643,900.9165,767.811,866.3985,991.2375,1053.4095,943.272,973.2525,870.8535,783.2385,660.759,630.8445,761.211,629.9205,478.4835,331.881,282.315,216.678,88.407,46.2495,19.371,3.63,0.132,0,0,0,0,0,0,,
15-08,0,0,0,0,0,0,0,0,0,0.8745,23.2155,59.268,108.1905,280.8465,372.4215,440.6985,685.74,824.439,968.6985,1083.6045,1153.317,1237.2195,1224.9765,1244.166,1129.5405,1127.742,1084.5615,961.6365,993.201,960.333,929.907,768.4215,615.5985,474.5235,377.124,291.1425,196.812,96.3765,36.729,11.9955,3.1185,0.0825,0,0,0,0,0,0,,
16-08,0,0,0,0,0,0,0,0,0,0.528,14.6355,58.7565,103.554,137.5605,177.705,244.332,335.6265,395.9175,469.491,579.909,655.8255,621.7035,718.7235,803.154,817.047,763.059,769.1145,714.186,700.1775,608.0745,690.69,572.7315,500.5935,456.39,349.4865,296.175,162.9705,89.9415,34.848,10.197,1.9965,0.066,0,0,0,0,0,0,,
17-08,0,0,0,0,0,0,0,0,0,0.5445,16.9785,51.4965,101.904,214.17,331.8315,414.315,493.4325,659.043,700.128,687.126,842.16,824.868,720.5055,728.0625,798.0225,831.501,776.622,742.302,769.8735,747.6315,693.726,648.45,562.254,439.461,361.9935,287.826,195.6405,89.7105,33.6105,12.1275,1.188,0,0,0,0,0,0,0,,
18-08,0,0,0,0,0,0,0,0,0,0.1485,7.2435,31.7625,68.4585,129.2115,203.709,291.324,371.7615,421.41,478.0875,541.398,523.974,588.093,582.648,651.8655,804.672,814.935,753.2415,716.8755,684.552,559.4985,581.3115,458.3205,432.234,305.052,217.635,168.8445,108.801,51.9585,27.522,12.1605,1.683,0.066,0,0,0,0,0,0,,
19-08,0,0,0,0,0,0,0,0,0,0.1485,13.8435,44.7975,92.7135,143.352,219.1035,274.6425,371.4645,459.723,481.503,650.925,556.182,606.144,663.3825,740.3385,658.8615,581.691,499.6365,537.0915,548.0475,580.833,435.7815,460.878,388.839,304.5405,257.5155,182.5725,135.1185,67.6665,25.443,8.316,1.4025,0,0,0,0,0,0,0,,
20-08,0,0,0,0,0,0,0,0,0,0.0165,11.748,53.823,84.2325,165.627,241.428,336.1545,443.3055,584.5785,696.5145,863.808,814.9185,917.5485,945.384,948.1395,863.7915,934.4445,988.185,861.036,791.373,695.3595,823.812,616.3905,426.921,390.687,276.2925,202.554,125.829,66.495,39.93,13.6125,1.0395,0,0,0,0,0,0,0,,
21-08,0,0,0,0,0,0,0,0,0,0,5.775,41.052,99.858,167.5905,259.743,347.7375,521.499,589.9575,683.1825,790.3665,862.884,884.07,796.686,671.3685,624.525,826.947,766.4085,645.975,671.154,620.1525,671.187,574.3485,472.7415,378.609,280.137,224.895,137.9565,54.252,16.368,5.016,0.5445,0,0,0,0,0,0,0,,
22-08,0,0,0,0,0,0,0,0,0,0,8.085,44.781,67.584,140.58,212.7345,308.682,337.557,446.886,533.841,649.572,722.5845,725.868,682.2255,651.0735,608.7345,580.4205,716.43,719.829,644.523,553.773,492.3435,428.3895,413.919,361.482,285.3675,220.572,140.052,63.987,25.9215,6.765,0.528,0,0,0,0,0,0,0,,
23-08,0,0,0,0,0,0,0,0,0,0,8.283,45.2925,131.637,229.416,283.7835,378.081,458.8485,542.058,530.838,689.1225,760.881,807.477,676.3515,746.1795,736.5435,816.882,702.306,744.579,726.8415,718.74,654.918,607.299,578.5065,424.479,274.461,176.6325,116.952,60.654,18.249,6.171,0.4455,0,0,0,0,0,0,0,,
24-08,0,0,0,0,0,0,0,0,0,0,5.8905,31.053,74.085,162.525,266.772,365.8545,463.485,645.8925,692.7525,958.6005,1035.342,1067.0715,1154.835,1097.184,1031.481,786.7365,1230.2235,835.2795,786.8025,831.567,747.9285,522.0765,483.747,357.4065,296.3895,224.202,137.478,64.3005,18.8595,4.125,0.1485,0,0,0,0,0,0,0,,
25-08,0,0,0,0,0,0,0,0,0,0,4.3725,28.9575,70.6695,217.734,356.433,475.695,600.0885,720.225,846.2025,875.1105,965.9265,1026.795,1093.059,1031.184,973.3845,896.247,965.6625,999.1905,817.872,894.5805,662.6235,621.0765,529.6005,379.566,328.977,255.1395,137.28,62.007,28.38,9.0255,0.2805,0,0,0,0,0,0,0,,
26-08,0,0,0,0,0,0,0,0,0,0,5.2635,37.9005,62.9805,112.2825,198.231,277.1505,446.1435,656.337,873.708,1020.5415,1059.5475,1127.478,941.1435,812.6745,885.324,951.159,914.067,870.045,661.5345,812.5755,604.791,636.603,560.604,372.867,381.678,245.982,139.6395,86.3445,31.119,8.0355,0.297,0,0,0,0,0,0,0,,
27-08,0,0,0,0,0,0,0,0,0,0,4.3065,38.313,83.5395,189.849,381.3315,476.883,600.831,757.1025,714.285,769.3455,859.947,673.2825,726.1485,593.3235,771.0285,701.0025,525.4095,673.365,864.864,744.1995,710.028,414.117,384.054,324.852,240.9165,182.2095,74.712,34.419,16.434,4.191,0.132,0,0,0,0,0,0,0,,
28-08,0,0,0,0,0,0,0,0,0,0,4.62,33.8745,77.3025,211.4805,314.4735,372.4545,436.029,578.688,770.88,812.6085,886.314,1010.1795,994.0095,980.661,688.1325,746.5095,709.8795,757.0365,635.745,578.853,672.0285,631.4055,429.5115,230.3895,199.848,193.8915,102.696,32.7855,5.412,1.2375,0.033,0,0,0,0,0,0,0,,
29-08,0,0,0,0,0,0,0,0,0,0,4.554,41.8275,92.5155,150.876,223.971,264.7425,397.1715,615.6645,711.6945,821.007,689.2215,898.326,914.4795,1049.961,851.994,811.569,847.4895,790.0035,747.0375,797.7585,827.607,788.1885,611.2095,482.295,363.2805,194.601,102.3165,39.4185,14.8665,2.442,0.033,0,0,0,0,0,0,0,,
30-08,0,0,0,0,0,0,0,0,0,0,1.617,28.0005,71.379,211.7115,283.536,494.505,579.4305,757.2015,932.283,832.689,1014.4035,910.2225,818.2185,916.7895,909.117,832.788,763.2735,689.799,658.3995,570.9825,480.4635,418.407,335.2305,287.5125,226.281,150.876,95.5845,41.7615,16.5,2.1615,0.033,0,0,0,0,0,0,0,,
31-08,0,0,0,0,0,0,0,0,0,0,10.065,48.8895,161.172,305.943,461.472,576.807,727.551,851.202,912.516,958.353,1110.0045,1051.809,1150.3965,1000.593,1120.713,1242.5985,1081.3935,1045.341,1013.6445,937.431,624.063,565.5375,437.5965,314.0445,229.2675,150.612,85.866,34.1385,9.7845,1.6665,0.033,0,0,0,0,0,0,0,,
01-09,0,0,0,0,0,0,0,0,0,1.32,14.7015,41.5305,99.726,193.0005,254.6775,410.52,484.9845,573.837,672.0615,717.3045,753.951,757.4325,943.041,809.226,901.0485,831.402,972.708,998.712,701.382,660.858,771.8205,624.69,511.401,429.594,246.51,167.442,89.892,35.475,12.4575,1.5675,0.033,0,0,0,0,0,0,0,,
02-09,0,0,0,0.033,0,0,0,0,0,1.32,8.9925,33.363,132.4785,238.062,370.9365,508.299,559.614,775.6155,931.953,1007.673333,1218.371,1087.2675,1046.364,793.5345,896.4615,789.2775,892.386,837.606,699.4845,603.24,551.067,488.4165,399.069,307.89,234.9105,151.5195,81.741,31.944,11.649,1.4685,0.0825,0,0,0,0,0,0,0,,
03-09,0,0,0,0,0,0,0,0,0,0,0.2475,16.5495,59.8455,125.2845,190.179,238.656,245.9985,372.5205,450.318,550.3245,677.391,778.8825,870.837,702.3885,579.6285,560.604,574.959,797.1645,625.548,558.987,479.424,442.926,357.126,294.756,185.6085,112.398,52.6515,21.813,8.052,0.9735,0,0,0,0,0,0,0,0,,
04-09,0,0,0,0,0,0,0,0,0,0,12.276,15.2625,35.442,90.6345,139.92,181.995,304.557,432.7125,448.602,498.234,610.83,565.389,575.817,597.597,620.763,706.2495,696.4815,748.2585,508.4475,512.292,521.433,521.961,435.1545,351.8625,185.526,127.05,74.283,34.287,11.7645,1.122,0,0,0,0,0,0,0,0,,
05-09,0,0,0,0,0,0,0,0,0,0,5.558666667,27.98766667,117.7421667,244.431,312.1305,441.496,562.4336667,678.6193333,597.2725,925.4391667,967.4903333,873.3981667,1026.320167,946.7223333,1060.1305,1020.1015,969.1825,1067.2035,861.3623333,665.1443333,671.2915,470.822,521.9463333,358.6165,226.0206667,124.3605,57.48783333,23.19166667,9.577333333,0.6875,0,0,0,0,0,0,0,0,,
06-09,0,0,0,0,0,0,0,0,0,0,2.673,23.76,76.395,106.6065,305.7615,308.0385,338.811,461.4885,676.7145,802.362,857.769,847.9185,821.8485,948.09,856.35,929.61,912.12,731.1645,746.7735,689.4195,728.0295,525.492,433.455,340.593,277.8765,158.2185,74.6295,32.5545,11.022,0.66,0,0,0,0,0,0,0,0,,
07-09,0,0,0,0,0,0,0,0,0,0,1.3365,20.4105,53.7735,107.283,210.7545,350.592,454.773,489.6705,725.5545,812.46,696.9105,677.2755,670.23,711.843,622.7925,616.2585,588.9345,612.579,526.8945,566.247,550.506,518.2485,457.908,274.23,182.1105,99.759,52.074,26.2185,6.8805,0.33,0,0,0,0,0,0,0,0,,
08-09,0,0,0,0,0,0,0,0,0,0,2.6565,19.074,62.4525,229.2015,314.82,412.698,546.447,717.09,933.4545,1007.457,976.3215,923.5215,928.3725,921.558,990.792,994.1085,786.423,932.316,872.8995,846.2685,561.924,607.53,499.0755,356.8455,206.1015,118.206,59.994,21.8625,6.6495,0.2805,0,0,0,0,0,0,0,0,,
09-09,0,0,0,0,0,0,0,0,0,0,2.64,17.457,55.077,217.5195,306.7515,413.424,562.848,698.3955,799.986,835.527,925.056,905.1405,1030.755,1138.5495,1048.9875,918.4395,989.934,966.273,774.0315,621.3735,492.096,416.097,349.8165,258.0105,173.778,111.0285,48.081,20.1135,4.884,0.1485,0,0,0,0,0,0,0,0,,
10-09,0,0,0,0,0,0,0,0,0,0,0,9.6525,40.8375,76.791,155.694,213.213,281.1105,268.3395,488.3835,511.467,461.307,562.1055,685.377,743.8695,715.2585,548.9385,580.6185,603.174,536.283,432.729,415.2225,378.081,287.694,247.698,128.601,62.7495,33.4455,14.025,3.3825,0.0825,0,0,0,0,0,0,0,0,,
11-09,0,0,0,0,0,0,0,0,0,0,1.32,24.1725,72.6165,124.6245,204.0885,281.292,569.9595,629.6895,748.011,782.991,823.548,1011.648,964.6725,1072.005,847.9845,1175.955,1054.647,961.851,911.4435,838.7445,686.6145,478.83,367.158,301.0425,187.539,96.3105,34.056,10.692,2.64,0.033,0,0,0,0,0,0,0,0,,
12-09,0,0,0,0,0,0,0,0,0,0,1.32,15.972,56.6445,208.4115,333.0855,470.25,493.383,683.9745,703.0485,681.153,781.539,830.511,783.189,1043.5095,941.1765,954.5085,961.488,779.4765,794.7885,782.067,681.3345,493.8615,374.649,210.507,120.648,56.199,20.13,7.128,1.6995,0.066,0,0,0,0,0,0,0,0,,
13-09,0,0,0,0,0,0,0,0,0,0,1.32,23.661,75.9165,180.048,300.036,457.05,621.2085,740.4045,857.538,970.761,1025.706,1021.779,960.6135,824.6865,1214.697,1075.5195,1146.3045,950.9775,916.5255,888.888,685.047,581.625,399.333,248.1765,139.0785,86.7075,33.198,11.418,2.2935,0.0495,0,0,0,0,0,0,0,0,,
14-09,0,0,0,0,0,0,0,0,0,0,5.28,29.94566667,74.80733333,177.1953333,263.1695,405.3078333,502.2581667,597.4668333,702.5535,776.842,734.0611667,719.6035,661.3053333,681.0595,690.0758333,666.2535,627.7553333,601.656,564.6813333,510.917,497.7903333,445.1901667,345.7648333,210.8846667,120.6736667,60.43033333,28.53216667,8.851333333,0.924,0,0,0,0,0,0,0,0,0,,
15-09,0,0,0,0,0,0,0,0,0,0,0,3.96,30.723,84.8925,141.504,218.3115,293.0565,447.7605,561.0825,550.8195,623.1225,634.26,779.0475,801.966,875.358,864.0555,666.2535,743.985,740.7345,612.2325,438.8505,383.8725,298.3035,221.991,153.6315,91.839,55.1265,14.685,1.0725,0,0,0,0,0,0,0,0,0,,
16-09,0,0,0,0,0,0,0,0,0,0,0,10.494,59.598,123.1395,151.4535,291.918,343.2,631.587,749.8425,735.603,796.884,847.3905,971.2725,1004.8665,948.882,1023.0825,686.565,785.367,596.739,636.009,534.897,517.4895,417.0705,263.34,167.7555,85.1895,31.911,9.141,0.7425,0,0,0,0,0,0,0,0,0,,
17-09,0,0,0,0,0,0,0,0,0,0,0,2.4585,18.414,62.931,132.4125,223.8225,344.85,429.6435,513.513,682.2915,711.9585,852.819,986.403,937.9425,1032.9,878.7405,760.4685,693.594,705.6225,753.7695,628.9305,536.8275,431.31,311.9325,169.389,85.6185,39.105,14.1405,1.32,0,0,0,0,0,0,0,0,0,,
18-09,0,0,0,0,0,0,0,0,0,0,0,15.741,52.6515,88.0605,189.8655,318.846,439.7415,468.2205,587.103,585.651,649.704,751.179,916.7565,980.3145,908.457,923.7525,863.709,933.438,715.308,641.6025,604.6425,477.4275,382.503,246.543,162.36,83.655,36.3,9.9495,0.5115,0,0,0,0,0,0,0,0,0,,
19-09,0,0,0,0,0,0,0,0,0,0,0,2.343,33.8745,63.0465,105.633,201.6135,313.17,338.745,364.4355,428.8515,480.183,514.2555,611.193,587.6805,704.6985,711.7605,733.3095,775.302,740.9655,680.13,555.3405,447.777,292.743,222.981,129.954,69.069,26.433,9.0255,0.462,0,0,0,0,0,0,0,0,0,,
20-09,0,0,0,0,0,0,0,0,0,0,0,4.2075,16.434,33.957,71.478,186.8625,374.5335,431.277,448.074,444.8895,498.927,469.7715,451.3245,477.807,511.863,493.119,479.3415,431.079,381.381,380.0115,318.054,294.723,215.8695,139.623,112.0185,72.7815,41.8605,12.4245,0.429,0,0,0,0,0,0,0,0,0,,
21-09,0,0,0,0,0,0,0,0,0,0,0,5.478,21.6975,95.799,250.5195,342.6555,480.843,628.2045,769.824,913.11,999.405,1065.0915,1140.084,1163.4975,1077.5655,947.199,978.7635,973.203,683.034,690.69,629.706,518.364,350.6415,237.039,146.5365,73.689,29.007,8.745,0.132,0,0,0,0,0,0,0,0,0,,
22-09,0,0,0,0,0,0,0,0,0,0,0,5.547666667,26.48066667,104.2543333,276.2026667,373.0063333,488.2386667,639.2283333,763.191,888.646,939.5136667,982.5163333,953.7256667,943.1473333,968.726,967.3913333,951.071,828.2816667,785.268,637.274,507.573,387.5923333,218.2216667,165.6893333,86.74233333,33.682,11.22366667,2.753666667,0.165,0,0,0,0,0,0,0,0,0,,
23-09,0,0,0,0,0,0,0,0,0,0,0,5.346,27.6375,91.443,270.6,351.6315,465.8775,617.133,770.9955,880.5555,980.793,1058.6235,1022.2575,832.293,841.962,675.1305,570.207,552.684,659.934,528.8415,331.5345,330.033,271.5405,180.1305,114.675,63.063,22.0605,7.755,0.0495,0,0,0,0,0,0,0,0,0,,
24-09,0,0,0,0,0,0,0,0,0,0,0,8.25,31.383,78.9525,241.9065,333.9435,458.568,568.4745,580.602,640.794,709.8465,752.1195,733.722,569.3985,661.089,703.032,582.351,465.9765,465.4485,461.736,408.2925,330.7755,268.026,180.2295,105.204,53.4105,30.5745,5.5605,0.033,0,0,0,0,0,0,0,0,0,,
25-09,0,0,0,0,0,0,0,0,0,0,0,2.6565,18.315,65.4885,232.023,328.284,438.471,573.144,723.3105,853.4955,862.686,880.6215,852.291,769.791,788.2215,835.2465,700.095,890.3895,802.5435,691.2015,477.5265,414.546,295.8615,224.895,94.9905,47.784,10.2795,2.211,0.033,0,0,0,0,0,0,0,0,0,,
26-09,0,0,0,0,0,0,0,0,0,0,0,3.96,19.536,59.4,205.6065,309.6555,413.226,446.7705,563.2605,791.538,660.3465,527.076,535.6725,682.473,609.906,509.0085,487.047,504.438,418.1265,376.86,294.822,260.6505,162.6405,130.548,68.904,33.792,12.21,1.914,0,0,0,0,0,0,0,0,0,0,,
27-09,0,0,0,0,0,0,0,0,0,0,0,5.28,19.25916667,65.97433333,201.1423333,275.3483333,385.1741667,471.5076667,565.62,533.995,580.7486667,620.8656667,701.3856667,630.4998333,568.0693333,547.9485,580.7578333,534.9905,540.0761667,539.5976667,436.5991667,315.7715,237.9868333,183.0766667,122.3291667,61.20033333,20.295,2.214666667,0,0,0,0,0,0,0,0,0,0,,
28-09,0,0,0,0,0,0,0,0,0,0,0,0.036666667,8.737666667,50.6,125.6053333,238.2123333,348.1903333,583.506,708.5246667,854.9126667,873.1433333,920.4103333,1023.245667,985.2553333,942.975,825.8946667,830.8923333,667.3296667,447.8686667,458.1426667,349.1803333,260.8833333,181.6026667,100.331,38.71633333,11.00366667,2.563,0.33,0,0,0,0,0,0,0,0,0,0,,
29-09,0,0,0,0,0,0,0,0,0,0,0,1.32,14.2065,44.154,208.725,320.232,424.182,585.2385,687.8685,889.713,955.548,737.55,804.573,795.6795,844.107,799.9695,758.076,619.344,600.0555,556.8585,449.691,430.518,306.735,220.209,121.506,44.9955,12.936,1.5345,0,0,0,0,0,0,0,0,0,0,,
30-09,0,0,0,0,0,0,0,0,0,0,0,0,11.27133333,47.65566667,196.7826667,257.9646667,344.0616667,424.4276667,464.068,660.088,804.0193333,800.6826667,819.8226667,665.0526667,686.5026667,706.464,671.7553333,495.935,340.1456667,269.2836667,220.9716667,172.942,118.5946667,48.78133333,22.73333333,7.861333333,3.230333333,0.388666667,0,0,0,0,0,0,0,0,0,0,,
01-10,0,0,0,0,0,0,0,0,0,0,0,0,4.983,25.212,69.894,150.4305,225.6045,288.684,349.1565,370.689,398.7225,419.298,444.0315,401.379,424.743,364.419,361.317,338.349,394.3335,363.5775,307.395,243.012,214.5165,134.7555,63.8385,33.825,7.755,0.3465,0,0,0,0,0,0,0,0,0,0,,
02-10,0,0,0,0,0,0,0,0,0,0,0,0,5.115,40.0125,123.7005,211.398,290.6145,393.657,499.125,547.2225,600.6165,676.0545,693.4785,717.387,776.4735,762.795,651.3045,523.5615,445.4175,369.4515,351.681,287.727,180.18,103.389,38.2305,14.256,3.531,0.165,0,0,0,0,0,0,0,0,0,0,,
03-10,0,0,0,0,0,0,0,0,0,0,0,1.3365,14.124,47.091,78.5565,123.3045,192.1755,301.983,337.1445,399.2505,461.043,454.278,507.177,520.542,499.7025,504.4215,412.797,373.3455,346.1535,312.015,278.1405,241.3785,145.728,119.4435,51.216,20.9385,8.7945,0.2145,0,0,0,0,0,0,0,0,0,0,,
04-10,0,0,0,0,0,0,0,0,0,0,0,1.32,19.074,70.191,172.062,139.986,170.709,257.664,354.849,471.438,563.376,638.484,643.7805,664.092,754.6935,700.0785,786.5385,616.4895,587.9775,546.6285,333.696,269.3625,174.7185,118.701,66.726,29.1555,6.963,0.066,0,0,0,0,0,0,0,0,0,0,,
05-10,0,0,0,0,0,0,0,0,0,0,0,0,7.597333333,47.19733333,159.5403333,291.9803333,410.7546667,433.9096667,588.346,761.849,813.2556667,759.462,774.4916667,750.0093333,821.5643333,679.492,618.4786667,565.092,503.3123333,357.841,339.9806667,220.9386667,162.9356667,93.21033333,31.603,11.77,3.769333333,0,0,0,0,0,0,0,0,0,0,0,,
06-10,0,0,0,0,0,0,0,0,0,0,0,0,5.6925,30.3435,133.518,254.4795,387.783,542.9655,630.3,743.6385,831.171,891.528,867.7845,932.184,934.593,762.762,717.222,544.2195,442.233,406.0815,481.041,307.3785,162.459,98.208,38.478,16.3185,4.125,0.033,0,0,0,0,0,0,0,0,0,0,,
07-10,0,0,0,0,0,0,0,0,0,0,0,0,4.2735,33.363,78.8535,111.342,208.065,264.726,276.5235,343.365,417.879,392.007,397.122,460.8615,501.798,463.2375,436.4085,425.9805,361.0695,332.277,325.8585,242.7645,152.5095,94.4955,57.7005,20.2125,3.4485,0.033,0,0,0,0,0,0,0,0,0,0,,
08-10,0,0,0,0,0,0,0,0,0,0,0,0,1.551,22.8195,64.3005,133.881,186.879,291.126,349.734,458.2215,562.5675,639.705,658.3005,732.0225,704.352,650.199,622.182,567.039,519.948,453.3045,409.563,306.4215,215.4735,118.6515,51.711,20.3445,1.8975,0,0,0,0,0,0,0,0,0,0,0,,
09-10,0,0,0,0,0,0,0,0,0,0,0,0,2.882,39.60733333,69.86833333,196.834,208.0906667,386.0413333,468.05,650.122,865.249,819.9986667,774.6236667,866.4186667,801.1116667,770.4143333,597.4833333,464.717,580.7413333,481.6533333,388.718,249.1243333,143,81.62,39.97766667,15.51733333,2.108333333,0,0,0,0,0,0,0,0,0,0,0,,
10-10,0,0,0,0,0,0,0,0,0,0,0,0,1.426333333,13.662,47.267,100.2356667,196.757,289.8536667,393.9833333,539.4546667,653.18,693.4216667,633.875,621.4523333,617.1183333,552.739,472.2996667,478.0636667,494.263,426.2756667,313.5036667,251.801,213.6346667,130.4306667,65.84233333,25.11666667,1.301666667,0,0,0,0,0,0,0,0,0,0,0,,
11-10,0,0,0,0,0,0,0,0,0,0,0,1.32,16.137,50.4735,122.76,171.2535,276.672,407.0055,513.6285,602.1015,681.4665,787.116,697.158,719.2515,699.93,655.743,648.582,605.913,500.577,454.113,306.7185,175.956,114.774,71.379,37.9665,14.454,1.419,0,0,0,0,0,0,0,0,0,0,0,,
12-10,0,0,0,0,0,0,0,0,0,0,0,0,6.666,29.403,115.8795,213.2625,298.4685,393.9375,503.316,571.8405,608.916,660.7425,703.791,773.7675,719.565,698.082,635.5965,567.435,467.2635,378.9555,266.0625,136.5045,88.506,39.534,16.4835,4.5045,0.495,0,0,0,0,0,0,0,0,0,0,0,,
13-10,0,0,0,0,0,0,0,0,0,0,0,0,1.32,12.639,42.966,97.02,217.503,301.554,292.644,338.184,390.918,393.954,411.081,388.476,451.5555,404.2995,385.572,303.9795,288.6345,229.8615,180.6585,146.8335,86.889,53.8395,25.179,12.5565,0.957,0,0,0,0,0,0,0,0,0,0,0,,
14-10,0,0,0,0,0,0,0,0,0,0,0,0,0.018333333,4.18,28.116,70.89866667,132.385,182.1746667,291.1736667,412.9216667,492.4223333,469.755,476.355,463.331,526.5553333,472.3473333,360.2793333,379.621,339.823,278.9893333,246.6823333,133.166,103.2166667,49.63933333,29.98966667,8.488333333,0.513333333,0,0,0,0,0,0,0,0,0,0,0,,
15-10,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4285,22.077,56.793,122.4465,185.856,271.9035,371.5635,450.4005,465.9435,535.359,510.3615,525.0465,523.0995,506.847,437.7945,436.491,359.634,304.2765,191.301,137.3955,94.215,35.3925,9.4875,0.3465,0,0,0,0,0,0,0,0,0,0,0,,
16-10,0,0,0,0,0,0,0,0,0,0,0,0,0,3.201,21.978,50.787,80.553,146.3715,231.4125,294.855,339.339,442.4145,439.725,451.6875,429.693,423.687,436.095,378.5595,353.826,314.4405,280.6815,194.4855,111.012,58.0305,25.773,6.6495,0.165,0,0,0,0,0,0,0,0,0,0,0,,
17-10,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4515,36.366,99.4125,184.503,281.655,338.8275,415.173,521.73,572.088,625.845,640.2495,526.119,508.0845,470.91,507.804,428.208,360.0465,281.4405,198.9075,120.5325,63.855,22.44,5.643,0.1485,0,0,0,0,0,0,0,0,0,0,0,,
18-10,0,0,0,0,0,0,0,0,0,0,0,0,0,4.506333333,30.29033333,81.84366667,143.495,264.3373333,367.323,429.0806667,478.7823333,543.0956667,579.546,517.1063333,519.7133333,544.654,471.3206667,489.3973333,442.1853333,329.4096667,224.7813333,137.544,66.935,23.18433333,6.651333333,1.679333333,0,0,0,0,0,0,0,0,0,0,0,0,,
19-10,0,0,0,0,0,0,0,0,0,0,0,0,0,22.75166667,76.26666667,107.5433333,217.69,331.87,343.7133333,386.9433333,356.3266667,404.47,354.86,393.5433333,377.4466667,371.8,349.14,332.7133333,225.5916667,181.28,125.675,98.79833333,56.43,25.44666667,11.825,2.255,0,0,0,0,0,0,0,0,0,0,0,0,,
